"NEW SINCE","PARTY","ENTRY BY","PARTY ADD","PARTY ADD2","CITY","CELL NO","EMAILID","CELLNO2","EMAILID2","GST NO","REMARKS",
"1/23/2025 12:44:10 PM","UNICORN JEWELLERS","","ASHOK NAGAR, HIMIYA NAGAR HYDERABAD 500020
MOBILE NO - 9390608483","","HYDERABAD","9390608483","NO@GMAIL.COM","","","NO","",
"1/23/2025 11:30:43 AM","VIJAY SHANTI ARTS","SATISH","51/53, SASU BAHU PLAZA, 1ST FLOOR, OFFICE NO 19, VITHALWADI, ZAVERI BAZAAR, MUMBAI - 400002
P: 8369558714","","MUMBAI","8369558714","NO@GMAIL.COM","","","NO","",
"1/23/2025 9:43:20 AM","URC JEWELLERS","","399/2 SONYA MARUTI CHOWK, RAVIWAR PETH, PUNE --411002
8888777170/9665503242","","PUNE","8888777170/9665503242","NOEMAIL@GMAIL.COM","","","NO GST NO","",
"1/22/2025 3:41:29 PM","AURUM JEWELSTREND PRIVATE LIMITED","","FLOOR NO.: 5TH FLOOR
BUILDING NO./FLAT NO.: UNIT NO2 NO 31/12
NAME OF PREMISES/BUILDING: SWARNASHILPI
ROAD/STREET: A K MUKHERJEE ROAD
LOCALITY/SUB LOCALITY: BARAANAGAR
CITY/TOWN/VILLAGE: KOLKATA
DISTRICT: NORTH TWENTY FOUR PARGANAS
STATE: WEST BENGAL
PIN CODE:700090","","KOLKATA","7448800036","NO@GMAIL.COM","","","19ABACA1064G1ZZ","",
"1/24/2025 2:58:46 PM","SHEETAL JEWELLERY HOUSE LLP","","503,504 5 TH FLOOR BRAHANS BUSINESS PARK, MAHAKALI CAVES ROAD, SHANTI NAGAR, ANDHERI-400093
MOB : 9376701492","","MUMBAI","9376701492","NO@GMAIL.COM","","","GST","",
"2/14/2025 12:46:59 PM","DIAMOND CREATIONS PRIVATE LIMITED","","NE NO : 30,OLD NO : 117,GOPATHY NARAYANA ROAD, T NAGAR ,CHENNAI,TAMIL NADU-600017
33AAKCD6779J1Z3 
9515993801","","tamilnadu","9515993801","noemail@gmail.com","","","33AAKCD6779J1Z3","",
"2/14/2025 12:56:57 PM","Sterling Ornate LLP (ZILVA)","","201, 2nd Floor, Krishna Chamber,
Near Laxmi Hotel, Varachha Road,
Surat-395006
MOB    81414 18147","","SURAT","81414 18147","sterlingornate@gmail.com","","","NO","",
"2/14/2025 2:00:07 PM","ZEVAR STUDIO","","PRAHLAD PLOT STREET NO : 32, NR.KARANPARA RAJKOT,GUJARAT-360001
7046030939/9328944397","","RAJKOT","7046030939/9328944397","zevarstudio2606@gmail.com","","","nogst","",
"3/18/2025 6:00:26 PM","Diya gold","","Derasarwala gli, near by RC minawala,soni bazar,Rajkot,Gujrat 360001","","RAJKOT","9428467747","NO@GMAIL.COM","","","NO","",
"3/17/2025 6:00:12 PM","Shree Diamond","","30,Dhamawala Bazar, Opposite Bata Store
Dehradun-248001. Uttarakhand
Contact: 09837121598.
Gstn: 05AQNPK0057A1ZC","","Dehradun","09837121598.","NO@EMAIL.COM","","","05AQNPK0057A1ZC","",
"3/17/2025 5:03:19 PM","AMRAPALI WORLDWIDE LLP","","G-39&40,SEZ II, RIICO IND AREA SITAPURA INDUSTRIAL AREA  JAIPUR, RAJASTHAN-302022 
7665019026","","JAIPUR","7665019026","noemail@gmail.com","","","08AAKFA0905E1ZW","",
"3/17/2025 3:46:20 PM","ALLURE PEARLS AND JEWELS","SATISH","A-22, Nand Bhavan Industrial Estate,  Mahakali Caves Road, Agadhi Nagar, Andheri East,
Mumbai - 400093
PH: 9082257127","1","MUMBAI","9082257127","NO@EMAIL.COM","","","GST","",
"3/17/2025 2:12:54 PM","VEEDI JEWELS PRIVATE LIMIT","","PINFloor No.: 3rd Floor
Building No./Flat No.: Plot No.4
Name Of Premises/Building: Kiran Krupa, Vyas Compound
Road/Street: Kiran Hospital Road
Nearby Landmark: Opp. Axis Bank, Bambawadi
Locality/Sub Locality: Katargam
City/Town/Village: Surat
District: Surat
State: Gujarat
PIN 395004","","SURAT","SHOULD BE SAME AS ENTER IN PARTY ADD COLUMN","NO@GMAIL.COM","","NO@GMAIL.COM",": 24AAJCV8191R1ZB","",
"3/17/2025 11:31:11 AM","MR SANJU","","MR SANJU
MO  7449198963","","NO","+91 74491 98963","N0@GMAIL.COM","","","NO","",
"3/17/2025 9:44:32 AM","Sri Kumran Gold Works","","204,Narmadha Complex.
Periyar St, Salem-636001
GSTIN: 33CKSPM7790KIZ9","","Salem","93441 55113-9994501580","muruganmv113@gmail.com","","","33CKSPM7790KIZ9","",
"3/15/2025 4:56:15 PM","SUNBERA INDIA PVT LTD","","OFFICE NO : 15/16, NAVI GALLI, M.J.MARKET, OPP.TBZ ZAVERI BAZAR, MUMBAI-400002 
8097969513","","MUMBAI","8097969513","Corporatesales@gmail.com","","","nogst","",
"3/15/2025 12:20:36 PM","G.Rajam Chetty & Sons  Jewellers LLP","","West Raja Street, Kanchipuram 631 502. 
Phone: 044-2722 3556, 2723 1356 
Cell : 98431 89356","","Kanchipuram 631 502.","98431 89356","udaya28b@yahoo.com","","","NO","",
"3/13/2025 6:50:22 PM","MR ASHWIN","","ANDHERI (EAST), MUMBAI
90048 84341","","MUMBAI","90048 84341","no@email.com","","","gst","",
"3/13/2025 5:48:21 PM","KAMLA GOLD","","KAMLA GOLD
MO 9833843284","","NO","9833843284","NO@GMAIL.COM","","","NO","",
"3/13/2025 4:25:36 PM","JANANANMA JEWELS","","22/05, 5th Main, D Cross, Byatarayanapura New Ext. Mysore Road Bangalore-560026. Ph: (O) 26742205 Mob: 9980600055, 9960301658","","Bangalore","9980600055, 9960301658","janananmajewels@gmail.com","","","NO","",
"3/19/2025 5:42:57 PM","SRAGHAV JEWELS PVT LTD","","SHRI SADGURU RANCHHOD NAGAR SOCIETY PART-1, SANT KABIR ROAD, RAJKOT-360003
7575891915","","RAJKOT","7575891915","sraghavjewelspvtltd@gmail.com","","","nogst","",
"3/13/2025 4:09:08 PM","PADMAVATI CHAINS & JEWELS FACTORY (PC&J)","","PLOT NO. C-327, ROAD, TTC INDUSTRIAL AREA, 
MIDC INDUSTRIAL AREA, PAWNE, 
NAVI MUMBAI, MAHARASHTRA 400706 5 M
MOB +91 96996 41126","Floor No.: 4TH FLOOR 
Building No./Flat No.: 254/258 S. NO.13 
Name Of Premises/Building: MANSINGKA CHS LTD. 
Road/Street: KALBADEVI ROAD 
City/Town/Village: KALBADEVI ALBADEVI 
District: Mumbai 
State: Maharashtra 
PIN Code: 400002
GST : 24AAFCP7419J1Z2","NAVI MUMBAI","+91 96996 41126","NO@GMAIL.COM","","","24AAFCP7419J1Z2","",
"3/13/2025 2:59:38 PM","RANI JWELLERS","","BHAJI MANDI ITWARI,NAGPUR 
9890009077/9373126776","","NAGPUR","9890009077/9373126776","noemail@gmail.com","","","nogst","",
"3/13/2025 1:40:42 PM","TORA N TORY","","SECOND FLOOR , PLOT NO. 246 , PHASE 1, GURUGRAM HARYANA 122016
GSTIN  06ATSPN2580P1ZT","","GURUGRAM","88004 77299","NO@GMAIL.COM","","","06ATSPN2580P1ZT","",
"3/13/2025 12:51:36 PM","LOTUS ORNAMENTS PVT .LTD","","UNIT NO : 78, SDF-III, SEEPZ SEZ, ANDHERI (E),MUMBAI-400096
9819626367","","MUMBAI","9819626367","noemail@gmail.com","","","nogst","",
"3/12/2025 6:50:09 PM","RUVI JEWELS","","SITA CHAWL , TRIVENI NAGAR, KURAR VILLAGE ,MALAD EAST MUMBAI
MO  9319930348 / 8591078339","","MUMBAI","9319930348 / 8591078339","NO@GMAIL.COM","","","NO","",
"3/12/2025 2:19:53 PM","S M FINISHES","","FIRST FLOOR, # 7 ,J K INDUSTRIAL ESTATE, KADABAGERE CROSS, MAGADI MAIN ROAD, MACHOHALLI VILLAGE, BANGALORE-560091 
8029551232/9740708881","-","NAGALORE","8029551232/9740708881","operations@smfinishes.com","","","nogst","",
"3/12/2025 11:50:06 AM","CHARMY BANGLES","","SURAT","","SURAT","9729422496","NO@GMAIL.COM","","NO@GMAIL.COM","NO","",
"3/11/2025 5:58:33 PM","ETHAN COLOR INDIA","","MALAD 
9820087505","","MALAD","9820087505","noemail@gmail.com","","","nogst","",
"3/11/2025 5:58:21 PM","Kuber Lakshmi jewels","","Kuber Lakshmi jewels
MO 9849379441","","NO","9849379441","NO@GMAIL.COM","","","NO","",
"3/11/2025 5:37:04 PM","STELLA JEWELS PRIVATE LIMITED","","Floor No.: 2, Building No./Flat No.: DC-2073,/Building: Bharat Diamond Bourse Block G,: Street 5,: NABARD Head Office,BANDRA EAST MUMBAI
GSTIN   27ABPCS1066H1Z1","","MUMBAI","97633 96814","NO@GMAIL.COM","","","27ABPCS1066H1Z1","",
"3/11/2025 5:45:47 PM","SAI GOLD PVT .LTD","","UNIT NO.323, SHAH & NAHAR IND.A/2
LOWER PAREL(W) MUMBAI-400013
GST:27AAPCS0080A1ZL
9819987223","","MUMBAI","9819987223","NOEMAIL@GMAIL.COM","","","GST:27AAPCS0080A1ZL","",
"3/11/2025 4:58:25 PM","SILVER GALLERY","","G-2,SVE DIAMOND COMPLEX , NAGARATHPETT, BANGALORE-560002
7760755784","","BANGLORE","7760755784","saraf@silvergallery.in","","","nogst","",
"3/11/2025 4:32:38 PM","AJS ORNAMENTS","","SURAJ INDUSTRIES, GALA NO 301 , DAHISAR EAST, MUMBAI
9930886882","IN","MUMBAI","9930886882","NO@EMAIL.COM","","","GST","",
"3/13/2025 3:38:30 PM","HK DESIGNS","","MUMBAI +91 86570 02944","","MUMBAI","HK DESIGNS","NO@GMAIL.COM","","","GST","",
"3/11/2025 11:47:10 AM","BINDI JEWELS  A Jewellery Manufacturing Co.","","F-244, Behind Ganpati Tower, Vaishali Nagar, Jaipur - 302021 M. +91 9413687868","","jaipur","M. +91 9413687868","- bindijewelsjpr@gmail.com","","","no@gmail.com","",
"3/19/2025 6:16:46 PM","RC PATEL","","RC PATEL
MO  9601611240","","NO","+919601611240","NO@GMAIL.COM","","","NO","",
"3/19/2025 6:49:14 PM","PRASHANT","","PRASHANT
MO 9619737504","","NO","9619737504","no@gmail.com","","","no","",
"3/27/2025 3:26:35 PM","Rushabh Kakadia","","","","MUMBAI","SHOULD BE SAME AS ENTER IN PARTY ADD COLUMN","NO@GMAIL.COM","","","NO","",
"3/27/2025 10:29:52 AM","RAVINDRA DAMODAR SAWANT","","MUMBAI","","MUMBAI","+91 9819428657","ravindra.sawant@gjepcindia.com","","","NO","",
"3/26/2025 6:33:54 PM","INFINIJEWEL SYNERGIES PVT LTD","","A-103, PUNIT INDL EST, PLOT NO D-11/11A,
TTC INDL AREA, OPP TURBHE RAILWAY STATION,
TURBHE, NAVI MUMBAI-400705
93233 33324","","TURBHE","93233 33324","NO@EMAIL.COM","","","NO GST NO","",
"3/26/2025 4:22:14 PM","KRIARA JEWELS","","Floor No.: 3
Building No./Flat No.: 301
Name Of Premises/Building: Gokul Diamond Centre
Road/Street: Opposite Varachha Police Station
Nearby Landmark: Shree Nath Travels
Locality/Sub Locality: Varachha
City/Town/Village: SuratDistrict: Surat
State: Gujarat
PIN Code: 395006","","Gujarat","+91 98251 99943","no@gmail.com","","","24ABDFK2863R1ZT","",
"3/26/2025 11:49:33 AM","MUHANNAD ALMUHANNA","","Al-Ahsa-Mubarraz-Kingdom of Saudi Arabia","","Saudi","+966568606930 / 0135866568","alnashi.097@gmail.com","","","NO","",
"3/26/2025 11:00:21 AM","AH DIAMONDS & PRECIOUS","","First Floor KR M Building
Opp: Palakkal Mall, Kunnamangalam
Kozhikode, Kerala - 673571
Mob:9995779777","","Kerala","9995779777 / 9495916888","sales@ahdiamonds.com","","","NO","",
"3/25/2025 5:48:39 PM","KALASH JEWELS NX","","13A, ARISTROCRATE ENTERPRISE, LAJYA
CMPOUND, MOGRA PADA ANDHERI (EAST), MUMBAI
GSTIN  27AANFK5169M1ZK","","MUMBAI","09892057100","NO@GMAIL.COM","","","27AANFK5169M1ZK","",
"3/25/2025 4:53:06 PM","MM JEWELS","","MM JEWELS
MO  9898060368","","NO","9898060368","NO@GMAIL.COM","","","NO","",
"3/25/2025 2:43:16 PM","UNIQUE DIAMOND CREATIONS","","SHOP NO.9/10, SALASAR COMMERCIAL CENTRE, FIRST FLOOR ,NEAR BHAYANDER PHATAK, MIRA-BHAYANDER ROAD, BHAYANDER(E) THANE-401105
8928113230","","THANE","8928113230","uniquediamondcreations@gmail.com","","","no gst no","",
"3/24/2025 6:35:53 PM","ROHIT JEWELLERS AND WORKS","","JAIN MANDIR SHEJARI MAIN ROAD KOREGAON SATARA
MO  9881346568","","SATARA","9881346568","NO@GMAIL.COM","","","NO","",
"3/22/2025 4:17:18 PM","JAI MARUTHI POLISHINGS","","NO:70/71, ESWARI COMPLEX KARUPPA GOWNDER STREET COIMBATORE 641001 
MOB: 99408 17549","","COIMBATORE","99408 17549","jaimaruthipolishings@gmail.com","","","GST:33ANBPT5046P1ZK","",
"3/22/2025 12:53:03 PM","RASHMIKANT ZAVERI","","C/176, 1st Floor, Akurli Industrial
Estate, Kandivali (E), Mumbai - 400101
MO  +919820204085","","MUMBAI","+919820204085","thesilverbymj@gmail.com","","","NO","",
"3/19/2025 6:43:55 PM","RAJESH MEHTA","","SURAT
+66 93 624 5677","","SURAT","+66 93 624 5677","no@email.com","","","gst","",
"3/22/2025 12:46:07 PM","parlay rawaL","","parlay rawal
9320364980","","no","9320364980","NO@GMAIL.COM","","","NO","",
"3/22/2025 12:32:59 PM","VAJRA JEWELS","","602 , Z PLUS, GAYATRI ESTATE, VASTA DEVDI ROD, TUNKI KATARGAM, SURAT-395008
9016602943","","SURAT","9016602943","vajra24s@gmail.com","","","gst","",
"3/22/2025 11:32:47 AM","LAXMI","","Coimbatore
+91 94431 42433","","Coimbatore","+91 94431 42433","no@email.com","","","gst","",
"3/22/2025 11:12:50 AM","Gems Galaxy","","1384 Sango ka rasta, Near hindustan bakery, near shop no  265, kishanpole bazar, Jaipur 302002, Rajasthan, India
GSTIN  08AEZPB6868C1Z1","","Jaipur","+91 96496 55425","NO@GMAIL.COM","","","08AEZPB6868C1Z1","",
"3/21/2025 5:59:50 PM","D.N. JEWELS MANUFACTURING","","PLOT No 205, SURAT SPECIAL ECONOMICZONE, SACHIN, SURAT, Surat, Gujarat,394230
9723855755
GSTIN :24AANFR8791A2ZX","","surat","9723855755","noemail@gmail.com","","","24AANFR8791A2ZX","",
"3/21/2025 5:56:28 PM","D.N. JEWELS MANUFACTURING","","PLOT No 205, SURAT SPECIAL ECONOMIC,ZONE, SACHIN, SURAT, Surat, Gujarat,394230
9723855755
GSTIN :24AANFR8791A2ZX","","SURAT","9723855755","noemail@gmail.com","","","24AANFR8791A2ZX","",
"3/21/2025 2:27:33 PM","NEW SILEMAN KHAN & MAHABOOB KHAN JEWELLERS","","FLOWER MARKET, SHROFF BAZAR, MAIN ROAD, GUNTUR-3
9848359565","","GUNTUR","9848359565","NO@EMAIL.COM","","","NO GST NO","",
"3/21/2025 2:10:55 PM","GRAR ST JEWELLERY LLP","","Ground Floor, 9, Cama Industrial Estate, Sitaram Jadhav Marg, Sun Mill Compound, Lower Parel West, Mumbai, Mumbai, Maharashtra; 400013
GSTIN  27ABAFG4194J1Z6","","Mumbai","+91 93729 77919","NO@GMAIL.COM","","","27ABAFG4194J1Z6","",
"3/21/2025 12:45:36 PM","MATRI CHARAN JEWELLERS","","RAJKOT-9769823292/9819913416","","RAJKOT","9769823292/9819913416","NO@EMAIL.COM","","","NO GST","",
"3/21/2025 12:26:11 PM","AUREZA CREATIONS LLP","","ASIAN HOUSE,  ND FLOOR,PLOT NO :102,MAROL COOPERATIVE INDUSTRIAL  ESTATE RD, GAMDEVI,MAROL NAKA,ANDHERI EAST-400059 
7045402611","","MUMBAI","7045402611","noemail@gmail.com","","","nogst","",
"3/21/2025 12:08:36 PM","P.P JAIN EXPORT PVT LTD","","901, Majestics Shopping Center, 144, J.S.S Road, Girgaum, Mumbai-400004 
GSTIN   27AACCP1701A1Z7","","MUMBAI","+91 96536 48536","NO@GMAIL.COM","","","27AACCP1701A1Z7","",
"3/20/2025 3:12:19 PM","VNR JEWELLERY MANUFACTURERS","","#20/342-14F,NEAR ZILLA PARISHAD
MACHILIPATNAM,ANDHRA PRADESH-521002
9160196969","","ANDHRA PRADESH","9160196969","no@email.com","","","no gst","",
"3/20/2025 10:14:43 AM","SHREE SADGURUPRASAD GOLDSMITH","","3228,A WARD DHUDHGAOKAR  COMPLEX, NEW GUJRI ,RANKALA STANT ROA, KOLHAPUR
9730593372/7387701999","","KOLHAPUR","9730593372/7387701999","noemail@gmail.com","","","nogst","",
"3/22/2025 12:37:18 PM","KAMA JEWELLRY","","KAMA JEWELLRY
+91 99046 79601","","NO","+91 99046 79601","gandhi@kamajewelry.com","","","NO","",
"1/17/2025 4:08:05 PM","PRICIA FINE JEWELLERY","","97695 61989
MUMBAI","","MUMBAI","97695 61989","NO@EMAIL.COM","","","GST","",
"3/11/2025 9:23:27 AM","GOPI BHAI","","GOPI BHAI
MO 9849974888","","NO","9849974888","NO@GMAIL.COM","","","NO","",
"3/10/2025 11:58:49 AM","NAGRIYA JEWELLERS","","NAGPURI GATE SARRAFA BAZAR AMRAVATI","","AMRAVATI","9423623883","NO@GMAIL.COM","","","NO","",
"2/27/2025 2:08:56 PM","ASHIT ART","","83,GURUKRUPA SOCIETY, SINGH ESTATE NO .1,NEAR ROYAL CLASSES,SAMTA NAGAR, OPP. THAKUR COLLEGE GATE NO : 3,KANDIVALI MUMBAI-400101
9820056651","","MUMBAI","9820056651","omegabangles@gmail.com","","","nogst","",
"2/27/2025 12:37:59 PM","MALABAR GEMS AND JEWELLERY MANUFACTURING PVT LTD","","2nd & 3rd Floor, Ward No.38, Peenya Industrial Area, Ring Road Ist stage,
254/a1,PID NO:11-161-254-A-1, Bengaluru, Bengaluru Urban, Karnataka, 560058
GSTIN:- 29AAQCM0518C1ZJ","","Bengaluru","+91 97477 62667  /   9877799957","accounts.factorybglr@malabargoldanddiamonds.in","","","29AAQCM0518C1ZJ","",
"2/27/2025 12:02:58 PM","RUBIA JEWELS","","POLT NO.14,1ST FLOOR, TAPOVAN IND. ESTATE, B/H JIVANDHARA HOTEL, OPP. RAJHANS POINT, VARACHHA ROAD, SURAT-395006.(GUJURAT)-8154884239","","GUJARAT","8154884239","NOEMAIL@GMAIL.COM","","","NO GST","",
"2/26/2025 4:12:36 PM","RJ GEMS AND JEWELS","","245,PLATINUM POINT,NEAR CNG PUMP MOTA VARRACHA SURAT-394105
6351157382","","SURAT","6351157382","noemail@gmail.com","","","nogst","",
"2/26/2025 4:00:39 PM","ROSE JEWELS","","D-182 & D-104, 1st Floor, Akurli Industrial Estate,
Akurli Road, Kandivali East, Mumbai-400101
MO - 98333 68494 / 98330 68494","","MUMBAI","9833068494","NO@GMAIL.COM","","","NO","",
"2/26/2025 2:43:20 PM","MANUFACTURER  DIAMOND GOLD AND PALKI LATES DESIGNING JEWELLERY","","H.No. 365, 1st Floor, Dariba Kalan, Chandni Chowk, Delhi-110006  91 96549 80442","","Delhi-110006","91 96549 80442","NO@GMAIL.COM","","","NO","",
"2/26/2025 2:23:23 PM","RAJ DHAR GOLD","","RAJ DHAR GOLD
MO- 8306210143","","NO","8306210143","NO@GMAIL.COM","","","NO","",
"2/26/2025 11:10:23 AM","DHARA JEWELS","","MUMBAI
98193 55003","","MUMBAI","98193 55003","no@email.com","","","gst","",
"2/24/2025 5:22:22 PM","SHREE MADHAV JEWELLERSS","","OPP. ASHAPURA DAIRY, GROUND FLOOR, GROUND FLOOR, SURVAY NO. 1135, ASHAPURA MAIN ROAD. ASHAPURA MAIN ROAD.DIGVIJAY ROAD. Rajkot, Rajkot, Gujarat, 360001
GSTIN 24CDOPV2442NIZX","OPP. ASHAPURA DAIRY, GROUND FLOOR, GROUND FLOOR, SURVAY NO. 1135, ASHAPURA MAIN ROAD. ASHAPURA MAIN ROAD.DIGVIJAY ROAD. Rajkot, Rajkot, Gujarat, 360001
GSTIN 24CDOPV2442NIZX","Rajkot.","+91 90990 22887","madhavgold1304@gmail.com","","","24CDOPV2442NIZX","",
"2/24/2025 4:13:01 PM","SUMIT ARTS","","3RD FLOOR, 319, UDYOG MANDIR NO 1,PITAMBER LANE, MAHIM WEST, MUMBAI-400016
GSTIN:-27AAJPJ5295P1ZV
MOB:-  97731 22333","","MUMBAI","97731 22333","NO@EMAIL.COM","","","27AAJPJ5295P1ZV","",
"2/24/2025 10:13:31 AM","JEWEL CRAFT","","CHENNAI-9746143937","","CHENNAI","9746143937","NOEMAIL@GMAIL.COM","","","GST NO","",
"2/20/2025 3:26:37 PM","YASH ORNAMENTS","","FOURTH FLOOR, NEW NO.1114 OLD NO.II/619-620, KUCHA NATWAN, Kucha Natwa Vyapar Sangh, Chandni Chowk, New Delhi, Central Delhi, Delhi, 110006
9350022630","","delhi","9350022630","yashornaments.mahesh@gmail.com","","","no gst no","",
"2/27/2025 2:37:06 PM","JEWEL CRAFT","","THIRD FLOOR 28/85C ,
AURUM COMPLEX, SHORNUR ROAD , PATTURAIKKAL, THRISSUR
PIN-680020
GSTIN:32AAPFJ0919A1ZT
9746143937","","THRISSUR","9746143937","NOEMAIL@GMAIL.COM","","","NO GST","",
"2/20/2025 12:37:09 PM","SANYA JEWELS","","3RD FLOOR, 23, Block-B, GT Karnal Road Industrial Area, New
Delhi, North West Delhi, Delhi, 110033
GSTN    : 07BASPS7618K1ZT","","DELHI","+91 98715 16444","NO@GMAIL.COM","","","07BASPS7618K1ZT","",
"2/18/2025 3:06:22 PM","ASHRAF BHAI","","12 Bharti Bhavan 1 , Vaghan pole
Ratan pole , Ahmedabad  
9904037678","","AHMEDABAD","9904037678","NO@EMAIL.COM","","","GST","",
"2/17/2025 6:06:05 PM","AJS REFINERY","","GALA NO.211, LAXMI INDUSTRIES ESTATE,
PENKAR PADA, NEAR DAHISAR CHECK NAKA
MIRA ROAD (E) DIST. THANE
9930886882/9987309882","","MUMBAI","9930886882/9987309882","NOEMAIL@GMAIL.COM","","","NO GST","",
"2/17/2025 5:57:46 PM","AJS REFINERY","","GALA NO.211, LAXMI INDUSTRIEAS ESTATE, PENKAR PADA, NEAR DAHISAR  CHECK NAKA, MIRA ROAD (E), DIST.THANE
9930886882/9987309882","","MUMBAI","9930886882/9987309882","NOEMAIL@GMAIL.COM","","","NO GST","",
"2/17/2025 4:10:16 PM","STELLA JEWELLERY","","MUMBAI-9967023505","","MUMBAI","9967023505","NOEMAIL@GAMIL.COM","","","NO GST","",
"2/17/2025 4:06:32 PM","STELLA JEWELLERY","","MUMBAI-9967023505","","MUMBAI","9967023505","NOEMAIL@GMAIL.COM","","","NO GST","",
"2/17/2025 4:03:54 PM","STELLA JEWELLERY","","MUMBAI-996723505","","MUMBAI","996723505","NOEMAIL@GMAIL.COM","","","NO GST","",
"2/17/2025 4:35:40 PM","STELLA JEWELLERY","","MUMBAI
9967023505","1","MUMBAI","967023505","no@email.com","","","gst","",
"2/17/2025 1:53:14 PM","TANASHA JEWELS","","LOWER PAREL-9821046500","","MUMBAI","9821046500","NOEMAIL@GMAIL.COM","","","NO GST NO","",
"2/15/2025 11:48:33 AM","ASHIT ART INDUSTRIES","","83, GURUKRUPA SOCIETY, SINGH ESTATE 1, NEAR ROYAL CLASSES, SAMTA NAGAR, OPP. THAKUR COLLEGE GATE NO.3, KANDIVALI (EAST) MUMBAI-400101
9820056651/022-28460820","","MUMBAI","9820056651","NOEMAIL@GMAIL.COM","","","NO GST NO","",
"2/15/2025 11:50:37 AM","PRATHAM VENTURE","","6-KAMDHENU COMPLEX, 7-RAGHUVIR PARA,DHEBAR ROAD, ONE WAY, RAJKOT-360001 
9723890552","","RAJKOT","9723890552","pven.connect@gmail.com","","","nogst","",
"2/14/2025 3:22:01 PM","P AND S CHEMITECH","","No B-223, 4th Cross I stage, Peenya, Bengaluru Urban, Karnataka, 560058
 29AASFP0172G1ZY
7338647070","","Karnataka","7338647070","NOEMAIL@GMAIL.COM","","","NO GST NO","",
"2/14/2025 2:08:06 PM","Krynn Jewels & Diamonds LLP","","No.36 2nd Cross Avalahalli Main Road
New Timber Yard Layout, Mysore Road Bangalore- 560026
GST-29AASFK5723C1Z4","","Bangalore","97386 19560","no@gmail .com","","","no","",
"2/18/2025 7:31:38 PM","ANMOL JAIN","","MANEK TOWER, 3RD FLOOR, OPPOSITE AMAR
SWEETS, EDWARD ROAD, SADAR BAZAR,RAIPUR, CHHATTISGARH, INDIA-492001
9769411577","1","RAIPUR","9769411577","NO@EMAIL.COM","","","GST","",
"3/10/2025 12:40:00 PM","SETHI BROTHERS ORNAMENTS","","SADAR BAZAR ROAD HARI SINGH HIGH STREET SRINAGAR 190001","","SRINAGAR 190001","9596079150","NO@GMAIL.COM","","","NO","",
"2/27/2025 4:04:01 PM","JEWELIMA DIAMONDS Pvt. Ltd","","Jubilee Mission Hospital Via
Near Mar Aprem Church
Chelakottukara, Thrissur
MOB  - 919349051419  /   9447120419","","Thrissur","919349051419  /   9447120419","jewelimadiamonds@gmail.com","","","NO","",
"2/28/2025 2:17:51 PM","MALABAR GEM AND JEWELLERY MFG PVT LTD -TELANGANA","","IP GENERAL PARK MAHESHWARAM MAHESHWARAM RANGA READDY, NAGARAM-501359
GSTIN - 36AAQCM0518C1ZO","","NAGARAM","+91 96400 89829","NO@GMAIL.COM","","","36AAQCM0518C1ZO","",
"3/8/2025 5:26:54 PM","CHHAVI JEWELS","","MAHIDHARPURA JADAKHADI SURAT 
MOB : +91 93745 43857","","SURAT","+91 93745 43857","NO@GMAIL.COM","","","GST","",
"3/8/2025 5:22:32 PM","Chhavi jewels","","Mahidharpura 
Jadakhadi  Surat","","SURAT","+91 93745 43857","NO@GMAIL.COM","","","NO","",
"3/8/2025 4:04:55 PM","HIT PATEL ELITE JEWELLERY  MACHINERY","","MANINAGAR 7/ CORNER,OPP. MAHEK SPM AUTOMATION ,NR.ANAND BANGLOW CHOK,RAJKOT, GUJARAT-360004 
9099722680/9081216155","","RAJKOT","9099722680/9081216155","elitejewellerymc@gmail.com","","","nogst","",
"3/8/2025 3:21:18 PM","RK JEWELLERY WORKS","","H. No. 7-1-1088, Nala Bazar Monda Market, Secunderabad - 500003
MO 9553343367","","Secunderabad","9553343367","NO@GMAIL.COM","","","NO","",
"3/8/2025 3:01:45 PM","AL NAHLA  GOLDSMITH EQUIP TR.","","Shop No. 8, Sharjah Main City P.O. Box: 67506, Sharjah - UAE +971 55 9174950 
+971 55 369 2561","","Sharjah - UAE","971 55 9174950","nahlagoldsmith@gmail.com","","","no","",
"3/8/2025 10:14:58 AM","MANUFACTURER OF DIAMOND JEWELLERY","","Head Office: Rathnas Shelters JMV Garden Extn Teachers Colony, Subramaniyapalayam,
GN Mills P/O, Coimbatore - 641029","Branch Office: 101, GN Chetty Road, 3rd Floor, T.Nagar, Chennai - 600017","Coimbatore","+91 91591 88828","prabu@jarnassjewels.com","","","NO","",
"3/8/2025 9:52:56 AM","SUMATI JEWELLERS","","985, 'C' Ward, Opp. Silver Plaza, Mahadev Galli, Near Gujari, Kolhapur-416 012 (Maharashtra 7020905390 8087252582","","Kolhapur-416 012","8087252582","NO@GMAIL.COM","","","NO","",
"3/7/2025 5:23:14 PM","AMIR","","AMIR
9833341586","","NO","9833341586","no@gmail.com","","","no","",
"3/7/2025 4:14:49 PM","KAPIL CHEMICALS","","FAC. B-113/A, POST OFFICE STREET, SHAKARPUR, DELHI-110092
MOB 8588046565/9569687905","","DELHI","8588046565/9569687905","kapilverma_delhi@rediffmail.com","","","NA","",
